83.4899 219.641 119.702
66.1033 224.3 119.702
66.1033 224.3 99.7021
83.4899 219.641 99.7021
#

83.4899 219.641 119.702
70.762 206.913 119.702
70.762 206.913 99.7021
83.4899 219.641 99.7021
#

83.4899 219.641 119.702
88.1487 202.254 119.702
88.1487 202.254 99.7021
83.4899 219.641 99.7021
#

83.4899 219.641 119.702
100.877 214.982 119.702
100.877 214.982 99.7021
83.4899 219.641 99.7021
#

83.4899 219.641 119.702
96.2179 232.369 119.702
96.2179 232.369 99.7021
83.4899 219.641 99.7021
#

83.4899 219.641 119.702
78.8312 237.028 119.702
78.8312 237.028 99.7021
83.4899 219.641 99.7021
#

83.4899 219.641 119.702
66.1033 224.3 119.702
66.1033 224.3 99.7021
83.4899 219.641 99.7021
#

